id,term,category,weight
61795,relaxed,1651,62
61796,reflect,1651,111
61797,flag,1651,121
61798,rebel,1651,74
61799,demand,1651,84
61800,bit,1651,1686
61801,chill,1651,3120
61802,time,1651,13841
61803,booth,1651,76
61804,named,1656,231
61805,ginger,1656,204
61806,names,1656,445
61807,glue,1656,71
61808,crisis,1656,1470
61809,braces,1656,344
61810,chop,1656,117
61811,chosen,1656,236
61812,smith,1656,194
61813,kindergarten,1656,115
61814,cud,1656,540
61815,playground,1656,380
61816,wax,1656,50
61817,smiles,1656,241
61818,champion,1656,76
61819,fat,1656,1335
61820,geek,1656,233
61821,diary,1656,599
61822,adult,1656,305
61823,comeback,1656,108
61824,picking,1656,215
61825,identity,1656,339
61826,kid,1656,25623
61827,where's,1656,144
61828,fighter,1656,79
61829,emo,1656,359
61830,clown,1656,142
61831,karate,1656,3657
61832,pleasure,1656,234
61833,asian,1656,264
61834,coolest,1656,490
61835,glasses,1656,261
61836,respond,1657,1507
61837,drunken,1657,149
61838,sends,1657,286
61839,text,1657,10515
61840,fone,1657,456
61841,replies,1657,120
61842,recieve,1657,688
61843,texts,1657,5986
61844,replied,1657,104
61845,apologize,1657,183
61846,apologies,1657,213
61847,message,1657,2505
61848,txt,1657,882
61849,sprint,1657,60
61850,offended,1657,77
61851,answering,1657,392
61852,texting,1657,1374
61853,send,1657,2860
61854,response,1657,241
61855,cell,1657,592
61856,ahold,1657,126
61857,call,1657,3671
61858,phones,1657,514
61859,answer,1657,1469
61860,reply,1657,2959
61861,receiving,1657,458
61862,email,1657,416
61863,cellphone,1657,189
61864,verizon,1657,76
61865,received,1657,320
61866,communicate,1657,93
61867,fyi,1657,110
61868,unlimited,1657,404
61869,visits,1657,74
61870,phone,1657,14095
61871,shutting,1657,39
61872,anyones,1657,61
61873,returning,1657,121
61874,emails,1657,954
61875,sms,1657,145
61876,msg,1657,315
61877,sending,1657,1387
61878,texted,1657,698
61879,calls,1657,7191
61880,receive,1657,1094
61881,recieved,1657,250
61882,signal,1657,130
61883,messages,1657,5819
61884,ignoring,1657,852
61885,ignore,1657,272
61886,mobile,1657,324
61887,reception,1657,68
61888,anyone's,1657,51
61889,colder,1654,97
61890,unfair,1654,142
61891,crashing,1654,858
61892,living,1654,811
61893,takes,1654,783
61894,paranoid,1654,219
61895,breath,1654,519
61896,fade,1654,802
61897,finding,1654,614
61898,survive,1654,589
61899,entered,1654,91
61900,disney,1654,697
61901,shut,1654,598
61902,intentions,1654,217
61903,fall,1654,1516
61904,world,1654,28365
61905,harsh,1654,164
61906,shove,1654,108
61907,shotgun,1654,23
61908,changed,1654,1019
61909,bow,1654,492
61910,matter,1654,1151
61911,cruel,1654,2464
61912,place,1654,4885
61913,outta,1389,8426
61914,mind,1389,12432
61915,resist,1389,60
61916,lion,1389,91
61917,sight,1389,428
61918,freakin,1389,373
61919,sober,1389,144
61920,hell,1389,3733
61921,devil,1389,180
61922,min,1389,2512
61923,backpack,1389,58
61924,sitting,1389,830
61925,effin,1389,80
61926,friggin,1389,129
61927,bored,1389,19431
61928,seeking,1389,90
61929,outa,1389,1025
61930,sittin,1389,336
61931,entertain,1389,200
61932,freaking,1389,467
61933,skull,1389,494
61934,flippin,1389,135
61935,heck,1389,451
61936,loop,1389,72
61937,usual,1389,267
61938,madness,586,720
61939,eventually,586,120
61940,process,586,734
61941,describe,586,370
61942,ages,586,201
61943,farewell,586,63
61944,begun,586,316
61945,seal,586,99
61946,reached,586,322
61947,rarely,586,59
61948,glitter,586,115
61949,wander,586,305
61950,roots,586,191
61951,impact,586,70
61952,content,586,88
61953,touches,586,32
61954,ancient,586,121
61955,end,586,9637
61956,silent,586,393
61957,prepare,586,465
61958,craziness,586,530
61959,remains,586,61
61960,explain,586,748
61961,chaos,586,202
61962,celebration,586,155
61963,tradition,586,65
61964,countdown,586,107
61965,terror,586,105
61966,entered,586,45
61967,endless,586,809
61968,hopeless,586,144
61969,eternity,586,595
61970,chapter,586,290
61971,begin,586,11458
61972,woken,586,136
61973,torture,586,278
61974,frost,586,128
61975,lives,586,673
61976,cycle,586,145
61977,imagine,586,311
61978,shadows,586,113
61979,beginning,586,783
61980,commence,586,244
61981,proceed,586,302
61982,begins,586,1028
61983,kind,586,1097
61984,shortly,586,77
61985,blade,586,92
61986,doubts,586,129
61987,adventures,586,85
61988,preparation,586,97
61989,ashes,586,112
61990,festivities,586,662
61991,era,586,297
61992,connected,586,183
61993,wandering,586,25
61994,began,586,334
61995,lasting,586,93
61996,blinded,587,19
61997,you're,587,43910
61998,explaining,587,20
61999,clever,587,172
62000,tease,587,72
62001,you'd,587,613
62002,don't,587,13575
62003,vain,587,229
62004,saves,587,504
62005,impress,587,30
62006,tells,587,179
62007,somebody's,587,21
62008,there's,587,964
62009,buddha,587,16
62010,heart's,587,68
62011,pretending,587,83
62012,jealous,587,858
62013,fifteen,587,52
62014,life's,587,206
62015,bet,587,255
62016,sweetie,587,145
62017,atmosphere,584,120
62018,thief,584,72
62019,escaped,584,168
62020,jess,584,146
62021,lifetime,584,191
62022,gosh,584,227
62023,bridges,584,70
62024,cus,584,187
62025,cinderella,584,120
62026,fears,584,122
62027,biggest,584,266
62028,chose,584,107
62029,jasmine,584,1471
62030,beast,584,316
62031,legend,584,132
62032,danny,584,94
62033,alex,584,9493
62034,baker,584,37
62035,barely,584,276
62036,smooth,584,144
62037,walked,584,467
62038,facing,584,185
62039,:'),584,146
62040,sweat,584,110
62041,equally,585,77
62042,citizens,585,170
62043,entering,585,62
62044,civil,585,45
62045,aliens,585,181
62046,innocence,585,32
62047,declared,585,38
62048,racism,585,22
62049,states,585,330
62050,unit,585,103
62051,moral,585,95
62052,contract,585,161
62053,lawyer,585,107
62054,allowed,585,510
62055,mentioned,585,47
62056,apply,585,198
62057,az,585,141
62058,border,585,109
62059,marathon,585,317
62060,forced,585,99
62061,sue,585,149
62062,offense,585,100
62063,congress,585,78
62064,federal,585,177
62065,illegal,585,2893
62066,cope,585,142
62067,gravity,585,211
62068,legal,585,1312
62069,crime,585,116
62070,fought,585,175
62071,racist,585,72
62072,expensive,585,179
62073,citizen,585,1046
62074,policy,585,92
62075,legally,585,237
62076,criminal,585,217
62077,universal,585,78
62078,firm,585,148
62079,arizona,585,1249
62080,victims,585,68
62081,obey,585,197
62082,business,585,552
62083,government,585,213
62084,similar,585,63
62085,banned,585,247
62086,murphy,585,82
62087,drowned,585,34
62088,visa,585,34
62089,charm,585,55
62090,specifically,585,62
62091,international,585,115
62092,cases,585,82
62093,law,585,14407
62094,alien,585,175
62095,fatal,585,35
62096,signed,585,154
62097,licking,585,33
62098,considered,585,145
62099,requires,585,79
62100,require,585,61
62101,required,585,300
62102,rule,585,197
62103,specific,585,59
62104,uk,585,126
62105,ban,585,212
62106,permission,585,68
62107,property,585,209
62108,physics,585,303
62109,order,585,4818
62110,laws,585,1529
62111,bin,582,267
62112,wan,582,192
62113,terrorist,582,40
62114,khan,582,2122
62115,specially,582,103
62116,ali,582,3291
62117,wif,582,110
62118,sara,582,162
62119,pakistan,582,145
62120,md,582,77
62121,baba,582,153
62122,outing,582,35
62123,guyz,582,121
62124,nada,582,83
62125,thnx,582,107
62126,maria,582,175
62127,crazy,583,1074
62128,yea,583,651
62129,btw,583,213
62130,hs,583,43
62131,bro,583,213
62132,homie,583,323
62133,goofy,583,84
62134,ish,583,145
62135,ummm,583,275
62136,ima,583,511
62137,funny,583,2806
62138,prolly,583,337
62139,buddy,583,291
62140,lil,583,539
62141,lo,583,2483
62142,dude,583,800
62143,cuz,583,2315
62144,lol,583,16135
62145,tripping,583,25
62146,crush,583,362
62147,wasnt,583,193
62148,wierd,583,103
62149,needa,583,200
62150,actin,583,87
62151,naw,583,270
62152,smh,583,928
62153,umm,583,236
62154,lolz,583,448
62155,laughin,583,95
62156,cool,583,4005
62157,prob,583,95
62158,sux,583,45
62159,kool,583,298
62160,hmu,583,85
62161,haha,583,1216
62162,thts,583,72
62163,ppls,583,284
62164,mad,583,1265
62165,kinda,583,2270
62166,cus,583,161
62167,havnt,583,107
62168,chill,583,821
62169,cutie,583,32
62170,lmao,583,1431
62171,convo,583,172
62172,tho,583,5230
62173,homo,583,78
62174,hella,583,1394
62175,idk,583,1898
62176,havent,583,235
62177,didnt,583,493
62178,def,583,745
62179,taller,580,804
62180,smaller,580,321
62181,nicer,580,149
62182,harder,580,2141
62183,poo,580,156
62184,spinning,580,112
62185,doesnt,580,754
62186,kill,580,3862
62187,farther,580,52
62188,pooh,580,88
62189,letting,580,362
62190,doesn't,580,2999
62191,struggles,580,98
62192,shorter,580,215
62193,heartbreak,580,72
62194,they'll,580,694
62195,colder,580,85
62196,easier,580,574
62197,deeper,580,195
62198,smarter,580,2301
62199,wave,580,264
62200,waving,580,471
62201,flag,580,897
62202,christopher,580,121
62203,strongest,580,73
62204,wiser,580,855
62205,fighter,580,105
62206,bit,580,2757
62207,grow,580,841
62208,bigger,580,1276
62209,longer,580,1639
62210,happier,580,612
62211,faster,580,1834
62212,older,580,1675
62213,freedom,580,809
62214,larger,580,81
62215,stronger,580,9280
62216,drag,580,170
62217,grows,580,421
62218,sweeter,580,64
62219,growing,580,314
62220,quicker,580,113
62221,wheels,580,141
62222,makes,580,7105
62223,nxt,581,196
62224,cnt,581,4442
62225,wed,581,268
62226,tommorow,581,189
62227,tmrw,581,170
62228,friday,581,1795
62229,til,581,2574
62230,till,581,11532
62231,wifey,581,55
62232,cameron,581,195
62233,tomorow,581,422
62234,can't,581,10177
62235,wait,581,25863
62236,dad,1984,15866
62237,status,1984,3310
62238,heaven,1984,4778
62239,hero,1984,5525
62240,lot,1984,2361
62241,angel,1984,4849
62242,mother,1984,1053
62243,daddy,1984,713
62244,proud,1984,5572
62245,blessed,1984,5147
62246,replace,1984,2392
62247,helped,1984,2320
62248,matter,1984,1983
62249,working,1984,1710
62250,mom,1984,9089
62251,dearly,1984,1273
62252,bestfriend,1984,119
62253,copy,1984,2016
62254,paste,1984,2991
62255,grrrrr,588,1050
62256,>:,588,2059
62257,ffs,588,483
62258,bloody,588,3478
62259,pissing,588,165
62260,grrrrrr,588,836
62261,fed,588,584
62262,grr,588,2631
62263,angry,588,454
62264,>:(,588,180
62265,msn,588,107
62266,friggin,588,213
62267,hates,588,1774
62268,piss,588,242
62269,grrr,588,2619
62270,urgh,588,347
62271,grrrrrrr,588,575
62272,argh,588,1141
62273,irritating,588,71
62274,pissed,588,1826
62275,grrrr,588,1635
62276,atm,588,134
62277,:@,588,4693
62278,flippin,588,231
62279,stupid,588,4484
62280,grumpy,588,141
62281,frustrating,588,371
62282,annoyed,588,1023
62283,spy,589,31
62284,pirates,589,400
62285,saga,589,372
62286,awesome,589,3354
62287,ginger,589,108
62288,asian,589,204
62289,trained,589,73
62290,skill,589,221
62291,moves,589,177
62292,apparently,589,601
62293,impressed,589,276
62294,secretly,589,185
62295,style,589,556
62296,rated,589,75
62297,ftw,589,428
62298,deadly,589,158
62299,port,589,1266
62300,hoodie,589,37
62301,maintenance,589,56
62302,preview,589,161
62303,pirate,589,266
62304,amazin,589,124
62305,warrior,589,506
62306,attacked,589,341
62307,sideways,589,112
62308,continues,589,342
62309,sneak,589,1070
62310,awesomeness,589,177
62311,basically,589,245
62312,pretending,589,68
62313,jealous,589,261
62314,ninja,589,6294
62315,badass,589,281
62316,natalie,589,2965
62317,practicing,589,177
62318,skills,589,1930
62319,stalking,589,82
62320,ultimate,589,170
62321,powers,589,89
62322,attacking,589,57
62323,smaller,1633,93
62324,lied,1633,576
62325,process,1633,329
62326,suffer,1633,335
62327,marley,1633,183
62328,find,1633,6115
62329,everyones,1633,100
62330,end,1633,2077
62331,avoid,1633,475
62332,everyone's,1633,156
62333,everybody's,1633,86
62334,survive,1633,202
62335,suffered,1633,133
62336,worth,1633,6769
62337,painful,1633,1604
62338,one's,1633,162
62339,knowing,1633,1801
62340,hurting,1633,158
62341,pain,1633,4109
62342,worse,1633,1438
62343,torture,1633,214
62344,hurt,1633,7538
62345,suffering,1633,4659
62346,worst,1633,703
62347,decide,1633,554
62348,werent,1633,110
62349,losing,1633,507
62350,inevitable,1633,776
62351,search,1633,212
62352,abandoned,1633,24
62353,gotta,1633,3218
62354,forgetting,1633,610
62355,guilt,1633,36
62356,weren't,1633,435
62357,truth,1633,4468
62358,misery,1633,134
62359,bob,1633,889
62360,fist,1982,371
62361,win,1982,1857
62362,fights,1982,1799
62363,scene,1982,249
62364,demons,1982,145
62365,fighting,1982,2067
62366,sight,1982,269
62367,darkest,1982,135
62368,remeber,1982,43
62369,witnessed,1982,51
62370,defend,1982,266
62371,battles,1982,447
62372,fight,1982,28346
62373,fought,1982,373
62374,arguments,1982,77
62375,sword,1982,165
62376,urge,1982,287
62377,club,1982,1684
62378,landing,1982,69
62379,argument,1982,69
62380,snowball,1982,1745
62381,struggle,1982,218
62382,surrender,1982,284
62383,beaches,1982,31
62384,fighter,1982,245
62385,prize,1982,120
62386,scenes,1982,89
62387,fields,1982,51
62388,eachother,1982,173
62389,gun,1982,299
62390,rule,1982,304
62391,massive,1982,186
62392,lover,1982,240
62393,argue,1982,499
62394,pillow,1982,758
62395,pakistan,1983,398
62396,declared,1983,71
62397,proved,1983,59
62398,hats,1983,102
62399,ram,1983,992
62400,india,1983,4900
62401,maximum,1983,25
62402,laziness,1983,51
62403,shame,1983,245
62404,protest,1983,64
62405,buddha,1983,32
62406,anti,1983,63
62407,incredible,1983,168
62408,village,1983,143
62409,manner,1983,53
62410,politics,1983,181
62411,onions,1983,60
62412,ans,1983,53
62413,ceremony,1983,97
62414,sir,1983,194
62415,shown,1983,58
62416,terrorist,1983,90
62417,wealth,1983,122
62418,democracy,1983,73
62419,mumbai,1983,372
62420,media,1983,167
62421,indians,1983,1052
62422,unity,1983,71
62423,jan,1983,173
62424,politicians,1983,204
62425,indian,1983,3390
62426,republic,1983,387
62427,stadium,1983,71
62428,mata,1983,263
62429,terror,1983,41
62430,gate,1983,84
62431,tribute,1983,62
62432,population,1983,71
62433,pal,1983,93
62434,symbol,1983,82
62435,salute,1983,387
62436,gandhi,1983,395
62437,baba,1983,240
62438,independent,1983,75
62439,cricket,1983,98
62440,muslim,1983,74
62441,citizen,1983,86
62442,congress,1983,151
62443,centre,1983,70
62444,incident,1983,32
62445,sold,1983,183
62446,delhi,1983,891
62447,rejected,1983,35
62448,nation,1983,429
62449,cheers,1983,156
62450,sc,1983,118
62451,courtesy,1983,72
62452,minister,1983,130
62453,jai,1983,1975
62454,loan,1983,78
62455,medal,1983,36
62456,travelling,1983,36
62457,bcoz,1983,74
62458,independence,1983,690
62459,goddess,1983,29
62460,kudos,1983,59
62461,mankind,1983,59
62462,largest,1983,39
62463,languages,1983,69
62464,country,1983,1156
62465,proud,1983,1226
62466,budget,1983,59
62467,chief,1983,141
62468,common,1983,278
62469,scam,1983,46
62470,swiss,1983,121
62471,visited,1983,55
62472,anna,1983,775
62473,tonight,1436,3319
62474,retire,1436,27
62475,worn,1436,144
62476,tired,1436,8349
62477,exhausted,1436,1995
62478,zzzzz,1436,145
62479,bed,1436,13437
62480,calling,1436,283
62481,early,1436,5351
62482,yawn,1436,53
62483,goodnight,1436,2444
62484,sleep,1436,10750
62485,hrs,1436,169
62486,night,1436,5527
62487,goin,1436,2366
62488,gathering,1437,42
62489,superbowl,1437,184
62490,snacks,1437,69
62491,throwing,1437,555
62492,house,1437,6120
62493,booze,1437,296
62494,planning,1437,304
62495,parties,1437,2839
62496,host,1437,155
62497,partying,1437,68
62498,everyones,1437,92
62499,saturday,1437,1494
62500,cocktail,1437,218
62501,engagement,1437,97
62502,detail,1437,41
62503,sleepover,1437,190
62504,pad,1437,47
62505,details,1437,282
62506,tea,1437,443
62507,party,1437,31538
62508,reminder,1437,97
62509,bbq,1437,913
62510,cookout,1437,168
62511,attended,1437,61
62512,invite,1437,649
62513,attend,1437,263
62514,bday,1437,811
62515,attending,1437,185
62516,bachelor,1437,430
62517,directions,1437,426
62518,throw,1437,469
62519,pool,1437,2523
62520,jewelry,1437,133
62521,pity,1437,309
62522,inviting,1437,218
62523,launch,1437,75
62524,slumber,1437,273
62525,invited,1437,2294
62526,annual,1437,148
62527,hosting,1437,334
62528,graduation,1437,1076
62529,invites,1437,177
62530,crashed,1437,60
62531,b-day,1437,516
62532,invitation,1437,200
62533,warming,1437,228
62534,grad,1437,2271
62535,xmas,1437,739
62536,bonfire,1437,307
62537,announced,1434,54
62538,major,1434,14664
62539,managed,1434,256
62540,thankfully,1434,80
62541,switched,1434,159
62542,developed,1434,63
62543,declared,1434,99
62544,detail,1434,144
62545,decided,1434,766
62546,offically,1434,59
62547,changing,1434,875
62548,stressing,1434,88
62549,dilemma,1434,36
62550,injuries,1434,173
62551,issues,1434,565
62552,subject,1434,182
62553,huge,1434,1194
62554,scale,1434,91
62555,psychology,1434,104
62556,depending,1434,53
62557,damage,1434,147
62558,contemplating,1434,116
62559,improvement,1434,155
62560,subjects,1434,175
62561,whew,1434,163
62562,bummer,1434,469
62563,props,1434,215
62564,strike,1434,276
62565,officially,1434,1291
62566,switching,1434,273
62567,minor,1434,2393
62568,headache,1434,2325
62569,breakdown,1434,43
62570,geez,1434,90
62571,slight,1434,304
62572,philosophy,1434,119
62573,possibility,1434,54
62574,teenagers,1434,93
62575,possibly,1434,383
62576,incident,1434,74
62577,basically,1434,175
62578,wardrobe,1434,116
62579,comeback,1434,234
62580,sunburn,1434,65
62581,distraction,1434,84
62582,drum,1434,242
62583,considered,1434,175
62584,issue,1434,159
62585,require,1434,72
62586,accomplishment,1434,89
62587,declare,1434,107
62588,career,1434,164
62589,switch,1434,124
62590,disappointment,1434,172
62591,threat,1434,45
62592,experiencing,1434,75
62593,problem,1434,650
62594,scare,1434,169
62595,snowman,1435,553
62596,bridge,1435,1322
62597,lands,1435,34
62598,billion,1435,94
62599,noah,1435,1005
