id,term,category,weight
60518,consume,1793,87
60519,supply,1793,60
60520,explained,1793,43
60521,viruses,1793,25
60522,directly,1793,94
60523,forms,1793,98
60524,consuming,1793,53
60525,temperature,1793,68
60526,addition,1793,47
60527,specifically,1793,68
60528,production,1793,89
60529,combined,1793,128
60530,basic,1793,137
60531,naturally,1793,212
60532,function,1793,156
60533,form,1793,292
60534,released,1793,78
60535,surface,1793,74
60536,charged,1793,46
60537,potential,1793,104
60538,population,1793,43
60539,plants,1793,86
60540,effective,1793,61
60541,science,1793,372
60542,cells,1793,424
60543,levels,1793,348
60544,replaced,1793,83
60545,behavior,1793,80
60546,poisoning,1793,62
60547,similar,1793,89
60548,objects,1793,54
60549,process,1793,430
60550,proven,1793,99
60551,foods,1793,53
60552,tissue,1793,41
60553,species,1793,70
60554,preferably,1793,58
60555,develop,1793,41
60556,amounts,1793,60
60557,deadly,1793,79
60558,occur,1793,53
60559,chemical,1793,797
60560,stupidity,1793,141
60561,causing,1793,127
60562,split,1793,76
60563,forces,1793,56
60564,explains,1793,65
60565,product,1793,267
60566,fatty,1793,35
60567,symbol,1793,43
60568,produce,1793,331
60569,designed,1793,99
60570,internal,1793,59
60571,types,1793,86
60572,cycle,1793,155
60573,lower,1793,85
60574,natural,1793,658
60575,liquid,1793,474
60576,required,1793,133
60577,element,1793,338
60578,mass,1793,188
60579,pattern,1793,44
60580,chemistry,1793,559
60581,bodies,1793,134
60582,liver,1793,60
60583,sims,708,1193
60584,play,708,28813
60585,basketball,708,1246
60586,pretending,708,136
60587,played,708,848
60588,rules,708,1142
60589,tennis,708,661
60590,lets,708,1172
60591,wii,708,338
60592,fame,708,49
60593,game,708,11486
60594,role,708,1080
60595,cod,708,1190
60596,pla,708,384
60597,playin,708,689
60598,games,708,722
60599,piano,708,529
60600,wanna,708,2423
60601,playing,708,4604
60602,uno,708,121
60603,opinions,709,1400
60604,concept,709,230
60605,represent,709,88
60606,surrounding,709,32
60607,offensive,709,94
60608,accurate,709,274
60609,supported,709,47
60610,outlook,709,33
60611,actions,709,312
60612,detail,709,44
60613,attempts,709,74
60614,person's,709,85
60615,facts,709,616
60616,existence,709,349
60617,alternative,709,32
60618,religious,709,346
60619,debate,709,456
60620,superior,709,107
60621,based,709,1065
60622,knowledge,709,294
60623,spite,709,39
60624,personal,709,394
60625,concerned,709,84
60626,unity,709,53
60627,environment,709,81
60628,subjects,709,119
60629,differently,709,86
60630,whatsoever,709,44
60631,essence,709,43
60632,policy,709,47
60633,humanity,709,121
60634,tradition,709,63
60635,lacking,709,45
60636,views,709,403
60637,judgement,709,58
60638,intellectual,709,294
60639,continued,709,111
60640,discuss,709,131
60641,evolution,709,155
60642,issue,709,197
60643,unnecessary,709,51
60644,standards,709,195
60645,specific,709,137
60646,theory,709,457
60647,individuals,709,234
60648,reasonable,709,138
60649,gender,709,83
60650,popular,709,97
60651,moral,709,813
60652,entitled,709,120
60653,view,709,347
60654,harm,709,66
60655,reference,709,132
60656,explaining,709,93
60657,intelligence,709,197
60658,humans,709,193
60659,direct,709,109
60660,authority,709,175
60661,society,709,611
60662,individual,709,363
60663,perspective,709,317
60664,sexual,709,71
60665,subject,709,359
60666,conscience,709,68
60667,provided,709,43
60668,errors,709,35
60669,display,709,64
60670,integrity,709,35
60671,irony,709,57
60672,separate,709,80
60673,wikipedia,709,49
60674,overly,709,78
60675,tend,709,136
60676,religion,709,361
60677,critical,709,166
60678,assuming,709,64
60679,values,709,547
60680,other's,709,39
60681,approach,709,153
60682,correct,709,352
60683,one's,709,298
60684,perception,709,192
60685,terms,709,318
60686,belief,709,364
60687,importance,709,93
60688,ignorance,709,141
60689,possibility,709,62
60690,standard,709,74
60691,people's,709,169
60692,method,709,227
60693,hundreds,709,37
60694,refer,709,34
60695,proceed,709,35
60696,suggested,709,43
60697,definition,709,284
60698,actual,709,151
60699,thread,709,38
60700,capable,709,142
60701,agree,709,496
60702,practical,709,161
60703,sensitive,709,47
60704,figures,709,42
60705,logic,709,1176
60706,opinion,709,1522
60707,argue,709,347
60708,expression,709,108
60709,involves,709,49
60710,emotion,709,100
60711,equally,709,133
60712,dilemma,709,90
60713,morals,709,338
60714,informed,709,74
60715,explained,709,76
60716,prefer,709,119
60717,nonsense,709,78
60718,logical,709,680
60719,rant,709,46
60720,simply,709,577
60721,determine,709,69
60722,constant,709,97
60723,apparent,709,38
60724,nowadays,709,53
60725,mere,709,132
60726,forms,709,74
60727,necessarily,709,143
60728,exists,709,129
60729,basis,709,195
60730,political,709,942
60731,racism,709,38
60732,specifically,709,46
60733,response,709,294
60734,intention,709,49
60735,compromise,709,77
60736,interest,709,245
60737,define,709,106
60738,carefully,709,37
60739,educated,709,103
60740,statement,709,504
60741,form,709,283
60742,explanation,709,222
60743,differences,709,122
60744,agrees,709,58
60745,pondering,709,63
60746,meaningless,709,35
60747,ignorant,709,231
60748,repeatedly,709,37
60749,personally,709,120
60750,cases,709,75
60751,general,709,345
60752,convinced,709,113
60753,effective,709,72
60754,culture,709,284
60755,require,709,44
60756,appearance,709,98
60757,believes,709,148
60758,assume,709,207
60759,convince,709,102
60760,obvious,709,161
60761,behavior,709,469
60762,believed,709,78
60763,emotional,709,151
60764,similar,709,144
60765,beliefs,709,696
60766,strongly,709,140
60767,claim,709,253
60768,false,709,552
60769,defined,709,150
60770,modern,709,121
60771,influence,709,134
60772,argument,709,688
60773,proven,709,84
60774,evidence,709,387
60775,exist,709,198
60776,manner,709,133
60777,politics,709,322
60778,mistaken,709,67
60779,occur,709,49
60780,absolute,709,130
60781,information,709,193
60782,denial,709,37
60783,variety,709,79
60784,media,709,137
60785,discussion,709,267
60786,generally,709,172
60787,ideas,709,476
60788,majority,709,133
60789,ideal,709,108
60790,complex,709,192
60791,arguments,709,431
60792,reject,709,73
60793,proved,709,67
60794,intelligent,709,267
60795,acceptable,709,148
60796,conflict,709,139
60797,conclusion,709,333
60798,independent,709,99
60799,responses,709,52
60800,shallow,709,96
60801,intended,709,62
60802,opposite,709,182
60803,arguing,709,147
60804,philosophy,709,696
60805,disagree,709,383
60806,systems,709,45
60807,reflect,709,62
60808,persons,709,131
60809,designed,709,48
60810,utterly,709,67
60811,claims,709,208
60812,judgment,709,106
60813,sides,709,209
60814,identity,709,56
60815,recent,709,93
60816,organization,709,37
60817,reflection,709,90
60818,consequences,709,123
60819,object,709,55
60820,considered,709,271
60821,adopt,709,35
60822,analysis,709,172
60823,traditional,709,88
60824,depth,709,40
60825,suggest,709,91
60826,position,709,206
60827,requires,709,54
60828,defend,709,55
60829,fact,709,876
60830,justify,709,146
60831,bittersweet,704,49
60832,concert,704,13584
60833,classical,704,36
60834,outstanding,704,75
60835,children's,704,54
60836,musician,704,49
60837,manchester,704,165
60838,performed,704,266
60839,rocked,704,283
60840,violin,704,37
60841,recording,704,66
60842,singing,704,1302
60843,honors,704,138
60844,chorus,704,1269
60845,district,704,377
60846,sang,704,211
60847,perform,704,684
60848,men's,704,87
60849,orchestra,704,2173
60850,benefit,704,123
60851,banquet,704,55
60852,auditions,704,515
60853,symphony,704,792
60854,performance,704,1209
60855,youth,704,247
60856,solo,704,982
60857,attended,704,127
60858,spectacular,704,69
60859,superior,704,91
60860,hs,704,75
60861,jazz,704,1766
60862,women's,704,65
60863,rehearsal,704,1525
60864,audition,704,545
60865,tribute,704,43
60866,singers,704,379
60867,theater,704,110
60868,carol,704,75
60869,musical,704,161
60870,hall,704,825
60871,stage,704,237
60872,director,704,136
60873,practicing,704,218
60874,talented,704,138
60875,band,704,3991
60876,performing,704,525
60877,sung,704,36
60878,sounded,704,213
60879,choir,704,5893
60880,festival,704,440
60881,audience,704,194
60882,hallelujah,704,66
60883,gospel,704,271
60884,concerts,704,529
60885,directly,705,83
60886,wall,705,5306
60887,smashing,705,185
60888,popped,705,72
60889,sign,705,417
60890,mild,705,74
60891,slam,705,120
60892,dropped,705,216
60893,fist,705,142
60894,keyboard,705,248
60895,punching,705,27
60896,table,705,378
60897,recover,705,641
60898,hammer,705,345
60899,conscience,705,385
60900,forehead,705,348
60901,heads,705,168
60902,missed,705,759
60903,concrete,705,159
60904,hitting,705,847
60905,bump,705,1327
60906,accidently,705,121
60907,brick,705,1978
60908,recovered,705,148
60909,threw,705,655
60910,head,705,14973
60911,hit,705,4529
60912,bruise,705,137
60913,stone,705,409
60914,spoken,705,64
60915,knocked,705,290
60916,bang,705,318
60917,corner,705,223
60918,repeatedly,705,498
60919,cracking,705,54
60920,desk,705,650
60921,ceiling,705,57
60922,throw,705,824
60923,bash,705,386
60924,thrown,705,885
60925,smash,705,529
60926,hits,705,570
60927,skull,705,217
60928,clear,705,3846
60929,banging,705,1104
60930,crystal,705,484
60931,bangs,705,427
60932,smashed,705,330
60933,occasion,705,417
60934,pillow,705,433
60935,accidentally,705,85
60936,ridiculously,706,128
60937,impressed,706,424
60938,looong,706,12
60939,actual,706,86
60940,impressive,706,157
60941,enjoyable,706,31
60942,sighs,706,84
60943,goddamn,706,84
60944,wow,706,12260
60945,>_<,706,66
60946,woah,706,111
60947,ridiculous,706,606
60948,damn,706,5471
60949,babes,706,27
60950,time,706,6926
60951,gots,706,325
60952,hmmmmm,706,281
60953,fm,706,1735
60954,craziest,706,26
60955,realised,706,311
60956,insomnia,707,66
60957,forced,707,79
60958,equally,707,179
60959,computers,707,219
60960,obsession,707,63
60961,lied,707,97
60962,goodbyes,707,159
60963,technology,707,113
60964,absolutly,707,142
60965,guts,707,289
60966,colds,707,163
60967,despise,707,41
60968,admit,707,281
60969,mornings,707,80
60970,racist,707,87
60971,liars,707,245
60972,hated,707,61
60973,mentioned,707,44
60974,hate,707,52433
60975,fact,707,1009
60976,organize,700,39
60977,office,700,11066
60978,meetings,700,79
60979,chai,700,57
60980,organized,700,77
60981,tee,700,1824
60982,chair,700,343
60983,reference,700,152
60984,working,700,2793
60985,space,700,403
60986,clearing,700,54
60987,writing,700,1149
60988,hee,700,3766
60989,eff,700,230
60990,raven,700,1716
60991,files,700,74
60992,classroom,700,80
60993,printer,700,90
60994,paperwork,700,200
60995,sitting,700,2640
60996,worker,700,40
60997,desk,700,4318
60998,cleared,700,68
60999,building,700,337
61000,aunts,700,87
61001,ribs,700,124
61002,corporate,700,48
61003,microsoft,700,284
61004,flipping,701,93
61005,rofl,701,73
61006,yikes,701,277
61007,bring,701,779
61008,messy,701,43
61009,apparently,701,916
61010,ahhhhhh,701,874
61011,ftw,701,1165
61012,wierd,701,166
61013,woohooo,701,31
61014,ohhh,701,117
61015,enjoying,701,729
61016,fin,701,940
61017,sux,701,280
61018,yayy,701,100
61019,greedy,701,15
61020,soooooooo,701,52
61021,wanting,701,1049
61022,gots,701,586
61023,peeps,701,718
61024,flippin,701,27
61025,dissapointed,701,309
61026,compliments,702,38
61027,fu,702,278
61028,goodies,702,151
61029,lots,702,29522
61030,laughs,702,739
61031,excitement,702,133
61032,booze,702,64
61033,stuff,702,2813
61034,user,702,256
61035,fun,702,13904
61036,gots,702,246
61037,waitin,703,1599
61038,desperately,703,124
61039,arrive,703,1435
61040,sitting,703,1236
61041,vain,703,221
61042,waits,703,223
61043,impatient,703,407
61044,waiting,703,36397
61045,anticipation,703,193
61046,cal,703,117
61047,happen,703,1127
61048,hurry,703,2346
61049,waited,703,298
61050,patiently,703,2131
61051,week,88,6041
61052,begin,88,718
61053,start,88,7153
61054,rested,88,162
61055,tackle,88,453
61056,refreshed,88,88
61057,ready,88,21773
61058,weekend,88,9768
61059,packed,88,1097
61060,tomorow,89,137
61061,prolly,89,1497
61062,babysit,89,69
61063,tommorow,89,574
61064,itll,89,92
61065,hang,89,2015
61066,gonna,89,28463
61067,tmrw,89,239
61068,tonite,89,1462
61069,im,89,12025
61070,tomarrow,89,171
61071,awhile,89,421
61072,miss,89,2636
61073,prob,89,668
61074,def,89,326
61075,chill,89,1715
61076,restore,82,144
61077,shield,82,717
61078,flesh,82,281
61079,saves,82,183
61080,hath,82,207
61081,fear,82,1596
61082,heavens,82,232
61083,justice,82,336
61084,troubles,82,150
61085,verse,82,381
61086,lord,82,20063
61087,righteous,82,1002
61088,joyful,82,90
61089,rescue,82,205
61090,mercy,82,962
61091,compassion,82,199
61092,samuel,82,260
61093,crushed,82,135
61094,burden,82,74
61095,isaiah,82,1470
61096,tower,82,244
61097,lifted,82,80
61098,horn,82,90
61099,8:,82,1488
61100,mighty,82,287
61101,tender,82,79
61102,enemies,82,369
61103,delivered,82,109
61104,everlasting,82,329
61105,satisfy,82,81
61106,obey,82,232
61107,desires,82,428
61108,deliver,82,244
61109,sins,82,247
61110,mourning,82,69
61111,protection,82,125
61112,surely,82,313
61113,terrified,82,292
61114,teach,82,461
61115,rises,82,45
61116,bible,82,1099
61117,waits,82,76
61118,guide,82,514
61119,commit,82,89
61120,isa,82,122
61121,salvation,82,1156
61122,joshua,82,337
61123,presence,82,342
61124,deeds,82,61
61125,vain,82,139
61126,trust,82,1495
61127,stumble,82,84
61128,patiently,82,83
61129,ps,82,601
61130,confidence,82,222
61131,rejoice,82,396
61132,almighty,82,365
61133,confident,82,110
61134,dwell,82,389
61135,wicked,82,557
61136,firm,82,83
61137,acceptable,82,66
61138,lift,82,370
61139,savior,82,208
61140,midst,82,160
61141,spirit,82,1056
61142,proverbs,82,799
61143,troubled,82,53
61144,glory,82,332
61145,pursue,82,79
61146,require,82,90
61147,appearance,82,142
61148,soul,82,1200
61149,nations,82,241
61150,psalm,82,4710
61151,praise,82,1304
61152,consumed,82,111
61153,hears,82,91
61154,seek,82,795
61155,paths,82,91
61156,strength,82,1640
61157,faithful,82,473
61158,behold,82,260
61159,provided,82,65
61160,shelter,82,189
61161,waters,82,132
61162,delight,82,608
61163,afraid,82,874
61164,judgment,82,141
61165,thy,82,640
61166,weapon,82,91
61167,humble,82,188
61168,portion,82,283
61169,command,82,123
61170,hah,83,1203
61171,wayy,83,82
61172,gooood,83,118
61173,cm,83,74
61174,:d,83,4111
61175,[:,83,324
61176,ahh,83,489
61177,ahhh,83,421
61178,haha,83,3863
61179,;],83,1421
61180,yayy,83,168
61181,:],83,15678
61182,;p,83,101
61183,aww,83,227
61184,hahah,83,614
61185,:[,83,1617
61186,;d,83,268
61187,yayyy,83,92
61188,xp,83,206
61189,hehe,83,475
61190,yesss,83,54
61191,graders,80,88
61192,coach,80,504
61193,golf,80,229
61194,champs,80,93
61195,played,80,1200
61196,freshmen,80,110
61197,tournament,80,2196
61198,wrestling,80,262
61199,girl's,80,82
61200,playin,80,252
61201,sport,80,187
61202,basketball,80,6210
61203,court,80,563
61204,cheering,80,121
61205,men's,80,143
61206,tennis,80,370
61207,girls,80,2873
61208,sports,80,309
61209,indoor,80,85
61210,won,80,1472
61211,hs,80,80
61212,soccer,80,2582
61213,play,80,4187
61214,championship,80,210
61215,season,80,1017
61216,practice,80,1860
61217,women's,80,156
61218,tmrw,80,124
61219,boys,80,1318
61220,game,80,10078
61221,outs,80,88
61222,baseball,80,367
61223,varsity,80,1329
61224,champions,80,91
61225,softball,80,3431
61226,freshman,80,191
61227,wives,80,73
61228,banquet,80,245
61229,playoffs,80,84
61230,league,80,285
61231,tryouts,80,871
61232,volleyball,80,6095
61233,teams,80,407
61234,players,80,414
61235,pumped,80,185
61236,games,80,1619
61237,team,80,4914
61238,playing,80,2296
61239,conditioning,80,50
61240,drag,81,276
61241,rainbow,81,264
61242,sunlight,81,117
61243,umbrella,81,114
61244,learning,81,3412
61245,pouring,81,91
61246,dance,81,4351
61247,storms,81,848
61248,pours,81,1367
61249,isnt,81,563
61250,rain,81,7160
61251,snows,81,131
61252,rains,81,3808
61253,waiting,81,4970
61254,shattered,81,79
61255,survived,81,187
61256,pour,81,408
61257,storm,81,4842
61258,pass,81,3544
61259,survive,81,322
61260,isn't,81,2351
61261,walking,86,556
61262,embarrassing,86,198
61263,throwing,86,848
61264,randomly,86,466
61265,talking,86,2629
61266,stealing,86,99
61267,punching,86,101
61268,singing,86,782
61269,quit,86,315
61270,whining,86,330
61271,complaining,86,410
61272,literally,86,391
61273,stops,86,154
61274,hitting,86,331
61275,shouting,86,739
61276,acting,86,861
61277,loudly,86,143
61278,crying,86,6495
61279,continued,86,38
61280,cryin,86,131
61281,bleeding,86,145
61282,embarrassed,86,43
61283,flirting,86,50
61284,sucking,86,76
61285,started,86,5434
61286,begging,86,297
61287,pushing,86,82
61288,stop,86,9029
61289,waving,86,95
61290,kicking,86,492
61291,running,86,1585
61292,jumping,86,508
61293,arguing,86,575
61294,pretending,86,282
61295,biting,86,71
61296,telling,86,953
61297,tearing,86,143
61298,screaming,86,3299
61299,hiding,86,380
61300,shaking,86,234
61301,yelling,86,2284
61302,practically,86,113
61303,starts,86,536
61304,eachother,86,212
61305,fighting,86,513
61306,ignoring,86,148
61307,cheering,86,79
61308,cheating,86,66
61309,touching,86,152
61310,stopped,86,472
61311,laughing,86,1149
61312,stopping,86,125
61313,kissing,86,422
61314,yell,86,116
61315,loud,86,367
61316,lying,86,535
61317,nursing,87,296
61318,bio,87,337
61319,chapters,87,73
61320,stressing,87,104
61321,library,87,962
61322,distracting,87,33
61323,semester,87,421
61324,psych,87,381
61325,tomorrows,87,80
61326,sociology,87,85
61327,psychology,87,190
61328,studying,87,15607
61329,quiz,87,497
61330,test,87,3222
61331,procrastinating,87,72
61332,final,87,2499
61333,textbook,87,64
61334,med,87,230
61335,tests,87,602
61336,exam,87,3962
61337,lab,87,371
61338,anatomy,87,4046
61339,concentrate,87,93
61340,preparing,87,217
61341,hardcore,87,92
61342,midterms,87,1173
61343,finals,87,3776
61344,distraction,87,51
61345,grey's,87,1395
61346,ace,87,125
61347,midterm,87,645
61348,study,87,1862
61349,studied,87,241
61350,prep,87,181
61351,practical,87,202
61352,private,87,151
61353,exams,87,2029
61354,chemistry,87,226
61355,medical,87,541
61356,procrastination,87,111
61357,bloom,84,30
61358,supreme,84,59
61359,dilemma,84,46
61360,involve,84,200
61361,pain,84,1568
61362,counts,84,444
61363,sounding,84,168
61364,victor,84,49
61365,capacity,84,81
61366,spite,84,376
61367,deeply,84,133
61368,avoid,84,180
61369,you'll,84,981
61370,fatal,84,454
61371,painful,84,994
61372,risks,84,197
61373,return,84,3871
61374,risk,84,6584
61375,failure,84,1436
61376,courage,84,812
61377,plenty,84,111
61378,convinced,84,96
61379,bud,84,339
61380,loved,84,5237
61381,success,84,392
61382,freely,84,121
61383,biscuit,84,285
61384,element,84,25
61385,remain,84,288
61386,continue,84,770
61387,greatest,84,4223
61388,learn,84,1698
61389,pleasure,84,507
61390,reward,84,127
61391,neighbors,85,217
61392,signing,85,455
61393,neighborhood,85,199
61394,refer,85,47
61395,nicer,85,83
61396,house,85,5815
61397,move,85,2821
61398,cheap,85,542
61399,entrance,85,59
61400,apt,85,1070
61401,month,85,1692
61402,contract,85,869
61403,bedroom,85,1461
61404,owner,85,159
61405,blocks,85,66
61406,campus,85,269
61407,unit,85,168
61408,balcony,85,85
61409,preferably,85,180
61410,apartment,85,4720
61411,hunting,85,240
61412,area,85,1102
61413,decent,85,218
61414,housing,85,488
61415,offer,85,331
61416,storage,85,86
61417,complex,85,885
61418,client,85,69
61419,located,85,210
61420,interested,85,1198
61421,location,85,182
61422,maintenance,85,97
61423,roommates,85,272
61424,lease,85,1403
61425,flat,85,654
61426,buildings,85,82
61427,paperwork,85,92
61428,pets,85,90
61429,asap,85,634
61430,moved,85,353
61431,listed,85,81
61432,includes,85,174
61433,houses,85,608
61434,roommate,85,929
61435,moving,85,1975
61436,private,85,264
61437,takers,85,108
61438,basement,85,191
61439,included,85,321
61440,cheaper,85,93
61441,lemme,85,90
61442,approved,85,256
61443,ghetto,85,96
61444,building,85,745
61445,homes,85,222
61446,owners,85,59
61447,ranch,85,59
61448,rooms,85,304
61449,viewing,85,60
61450,signed,85,1210
61451,offers,85,71
61452,garage,85,218
61453,contact,85,377
61454,place,85,3794
61455,agent,85,163
61456,owns,85,79
61457,studio,85,280
61458,closing,85,167
61459,property,85,811
61460,roomie,85,182
61461,rent,85,3777
61462,neighbors,1658,967
61463,quietly,1658,254
61464,headphones,1658,58
61465,constant,1658,138
61466,upstairs,1658,719
61467,crowd,1658,807
61468,whisper,1658,248
61469,deaf,1658,154
61470,voices,1658,753
61471,screamed,1658,196
61472,heard,1658,2818
61473,louder,1658,1065
61474,distant,1658,52
61475,pounding,1658,63
61476,sounds,1658,1460
61477,annoying,1658,859
61478,singing,1658,1087
61479,scares,1658,190
61480,popping,1658,85
61481,ringing,1658,348
61482,obnoxious,1658,487
61483,snoring,1658,475
61484,silent,1658,506
61485,whistle,1658,41
61486,noises,1658,1041
61487,downstairs,1658,482
61488,ear,1658,289
61489,faint,1658,69
61490,sudden,1658,153
61491,neighbours,1658,344
61492,woken,1658,275
61493,shouting,1658,436
61494,window,1658,468
61495,whispers,1658,105
61496,mysterious,1658,107
61497,banging,1658,260
61498,bells,1658,311
61499,hallway,1658,92
61500,shut,1658,489
61501,noise,1658,3982
61502,screams,1658,998
61503,clicking,1658,61
61504,knocking,1658,49
61505,sounding,1658,54
61506,neighbour,1658,94
61507,fart,1658,307
61508,drown,1658,168
61509,hear,1658,8769
61510,background,1658,373
61511,hearing,1658,1790
61512,screaming,1658,1856
61513,irritating,1658,77
61514,ghosts,1658,36
61515,sound,1658,3259
61516,speaks,1658,142
61517,yelling,1658,754
61518,cries,1658,115
61519,roar,1658,58
61520,hears,1658,403
61521,clear,1658,468
61522,fills,1658,79
61523,quiet,1658,2026
61524,sounded,1658,419
61525,cheering,1658,151
61526,cheer,1658,241
61527,loudly,1658,705
61528,yelled,1658,135
61529,neighbor,1658,316
61530,agony,1658,42
61531,cracking,1658,82
61532,heartbeat,1658,54
61533,yell,1658,598
61534,voice,1658,1735
61535,loud,1658,8232
61536,scream,1658,862
61537,silence,1658,2102
61538,ears,1658,751
61539,ugh,1659,1715
61540,feel,1659,6446
61541,upset,1659,1272
61542,threw,1659,187
61543,dizzy,1659,1198
61544,punched,1659,90
61545,miserable,1659,143
61546,yuck,1659,229
61547,acid,1659,132
61548,pit,1659,361
61549,bleh,1659,152
61550,headaches,1659,73
61551,sweating,1659,85
61552,aches,1659,205
61553,swallowed,1659,26
61554,migraine,1659,165
61555,guts,1659,161
61556,puke,1659,773
61557,throwing,1659,613
61558,belly,1659,145
61559,pains,1659,531
61560,horrible,1659,710
61561,yucky,1659,255
61562,headache,1659,959
61563,sinking,1659,41
61564,hurting,1659,384
61565,fever,1659,435
61566,stomach,1659,9996
61567,sick,1659,10079
61568,sickness,1659,356
61569,weak,1659,398
61570,killing,1659,359
61571,virus,1659,469
61572,vomit,1659,403
61573,medication,1659,46
61574,awful,1659,259
61575,ache,1659,959
61576,puked,1659,74
61577,bug,1659,1951
61578,chills,1659,105
61579,flu,1659,648
61580,feels,1659,2430
61581,explode,1659,122
61582,tummy,1659,2039
61583,butterflies,1659,1731
61584,gut,1659,100
61585,icky,1659,160
61586,feeling,1659,6715
61587,faint,1659,55
61588,>:(,1652,75
61589,:(,1652,14027
61590,sad,1652,7310
61591,miss,1652,9065
61592,awwww,1652,147
61593,='(,1652,367
61594,grounded,1652,70
61595,noooo,1652,88
61596,nooo,1652,86
61597,noooooo,1652,182
61598,crying,1652,477
61599,noo,1652,109
61600,missing,1652,2141
61601,aww,1652,304
61602,depressing,1652,151
61603,awww,1652,215
61604,huhuhu,1652,301
61605,cryin,1652,68
61606,;(,1652,98
61607,huhu,1652,227
61608,:-/,1652,49
61609,upset,1652,437
61610,:'(,1652,11912
61611,gutted,1652,118
61612,outlook,1388,571
61613,feedback,1388,263
61614,energy,1388,2807
61615,powerful,1388,267
61616,results,1388,906
61617,defeated,1388,130
61618,replace,1388,143
61619,surrounding,1388,141
61620,attitude,1388,1448
61621,optimistic,1388,798
61622,choosing,1388,110
61623,supportive,1388,47
61624,attract,1388,312
61625,inspire,1388,82
61626,impact,1388,396
61627,possibilities,1388,63
61628,inspiring,1388,142
61629,intention,1388,47
61630,positive,1388,15167
61631,create,1388,326
61632,hopeful,1388,186
61633,negative,1388,7234
61634,emotions,1388,237
61635,tend,1388,125
61636,environment,1388,57
61637,confident,1388,101
61638,encourage,1388,106
61639,maintain,1388,164
61640,thoughts,1388,4575
61641,frustration,1388,70
61642,flowing,1388,70
61643,dwell,1388,131
61644,approach,1388,61
61645,conflict,1388,64
61646,helps,1388,226
61647,moods,1388,51
61648,influence,1388,380
61649,focus,1388,1080
61650,reflect,1388,72
61651,tested,1388,212
61652,produce,1388,70
61653,focused,1388,221
61654,encouragement,1388,62
61655,determine,1388,49
61656,focusing,1388,282
61657,affect,1388,204
61658,stay,1388,2209
61659,negativity,1388,981
61660,improve,1388,104
61661,keeping,1388,342
61662,lifestyle,1388,85
61663,invest,1388,50
61664,surround,1388,231
61665,creates,1388,114
61666,vibes,1388,763
61667,determined,1388,436
61668,values,1388,259
61669,nancy,1388,50
61670,situations,1388,165
61671,situation,1388,568
61672,outcome,1388,402
61673,experiences,1388,166
61674,manner,1388,55
61675,she'll,1650,142
61676,repair,1650,68
61677,praying,1650,1420
61678,injuries,1650,80
61679,vet,1650,134
61680,feeding,1650,106
61681,pray,1650,7596
61682,hopeful,1650,58
61683,improvement,1650,51
61684,causing,1650,85
61685,treatment,1650,265
61686,stable,1650,230
61687,suffered,1650,83
61688,mom's,1650,567
61689,hip,1650,169
61690,tests,1650,238
61691,breathing,1650,442
61692,emergency,1650,544
61693,dad,1650,1779
61694,knocks,1650,345
61695,continued,1650,170
61696,condition,1650,263
61697,oxygen,1650,121
61698,spine,1650,80
61699,remove,1650,479
61700,worried,1650,386
61701,children's,1650,134
61702,continue,1650,552
61703,replacement,1650,168
61704,brakes,1650,253
61705,prayers,1650,5610
61706,bleeding,1650,192
61707,admitted,1650,582
61708,surgery,1650,10920
61709,grandfather,1650,99
61710,er,1650,407
61711,flower,1650,184
61712,spirits,1650,98
61713,tube,1650,477
61714,grandmother,1650,307
61715,meds,1650,203
61716,critical,1650,142
61717,continuing,1650,37
61718,healing,1650,564
61719,grandma,1650,637
61720,coma,1650,94
61721,accident,1650,262
61722,recovering,1650,671
61723,diagnosed,1650,149
61724,dad's,1650,285
61725,vent,1650,101
61726,childrens,1650,116
61727,prayed,1650,124
61728,neice,1650,70
61729,lung,1650,487
61730,unit,1650,151
61731,stitches,1650,78
61732,hospital,1650,9028
61733,smoothly,1650,77
61734,plastic,1650,466
61735,minor,1650,264
61736,engine,1650,232
61737,resting,1650,312
61738,lungs,1650,318
61739,successful,1650,216
61740,infection,1650,279
61741,released,1650,241
61742,antibiotics,1650,62
61743,grandpa,1650,306
61744,liver,1650,569
61745,doctors,1650,867
61746,removed,1650,1067
61747,appreciated,1650,172
61748,runnin,1650,214
61749,require,1650,54
61750,prayin,1650,63
61751,rehab,1650,505
61752,patients,1650,87
61753,recovered,1650,48
61754,visited,1650,79
61755,scheduled,1650,339
61756,medication,1650,84
61757,nursing,1650,125
61758,nurses,1650,253
61759,updated,1650,109
61760,stroke,1650,427
61761,tissue,1650,57
61762,performed,1650,91
61763,prayer,1650,1133
61764,recover,1650,420
61765,operation,1650,478
61766,kidney,1650,581
61767,recovery,1650,2653
61768,internal,1650,99
61769,concern,1650,124
61770,update,1650,1276
61771,visits,1650,99
61772,falls,1650,375
61773,knee,1650,359
61774,thoughts,1650,1061
61775,drain,1650,77
61776,doc,1650,237
61777,medical,1650,309
61778,flyin,1650,175
61779,overnight,1650,159
61780,severe,1650,115
61781,oral,1650,142
61782,enjoy,1651,4215
61783,relaxation,1651,157
61784,stressing,1651,42
61785,rest,1651,1803
61786,performed,1651,45
61787,awhile,1651,292
61788,sit,1651,4815
61789,royal,1651,116
61790,housework,1651,86
61791,finally,1651,3532
61792,planted,1651,119
61793,kick,1651,820
61794,relax,1651,11110
